,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3021.216685063374
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,5674.867641888605
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1113.2074729437745
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2318.135865104876
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3056.154843794371
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,723.0898680186322
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1908.8425180139554
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,665.3960458964935
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,388.71409774694223
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3093.8949228327783
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2072.0409268458607
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2050.029244218964
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,502.01374520812954
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3028.7566077530105
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,7399.545066378888
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7973.8786430616965
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,697.6661789546828
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1820.206869265441
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,6744.285202942581
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,619.0936020344782
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,12516.487753373684
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3251.547466547916
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,755.0695137281831
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,461.77426055490236
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,3603.217352877002
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2132.939292763313
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,14493.441055612648
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1472.7231843685292
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,2982.856992697119
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1510.8833852796265
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,790.0707169603864
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,17314.884229756808
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,622.9160586086155
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,770.6012471806112
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1315.3038078341544
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,798.5474769598876
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1505.771585520155
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,636.961481342111
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,6335.3574895266265
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,889.5289655118821
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,604.3918909515685
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,7560.00699156751
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,472.68689920940005
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,6806.816552957909
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,4999.864348441729
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6528.339158692221
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3652.0601931585015
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,472.96770610865093
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,8421.12692127524
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,839.713512215595
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,3290.4541275131705
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2301.151404967219
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,3672.279967242738
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,5859.955096717079
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1094.1489848298256
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,17938.097006351338
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,706.592922628871
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,4878.44277808
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,8092.568437368255
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,520.6021544469792
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,504.09164794885385
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,5428.477570085025
4431,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1031.4364185248935
4432,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,15609.491433951402
4433,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,504.35367235486086
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1730.9244235831723
4435,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,5165.721138105832
4436,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2876.6123654145154
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,13873.111163372008
4438,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,1031.1833895615925
4439,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4099.888621180023
4440,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4233.328887400271
4441,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,10743.712634848385
4442,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,741.3415042537855
4443,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,2755.0696672555528
4444,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,5572.878189259067
4445,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,674.932785173405
4446,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,501.02642611454667
4447,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,442.54766845397086
4448,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,698.5146406974125
4449,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1426.128967302099
4450,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,507.6343267291804
4451,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3501.1015419478654
4452,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,617.576671307502
4453,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,679.6903585302487
4454,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2485.108160473552
4455,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,11872.179123121787
4456,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2191.3048431499533
4457,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4593.271929527912
4458,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2279.942280078291
4459,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,5635.4875493675245
4460,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4068.7106359298705
4461,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,3147.35250124759
4462,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,916.3264824078473
4463,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,9629.67773425139
4464,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3804.5689463245976
4465,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,2874.5305009168815
4466,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,7962.262474316087
4467,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,668.8194451790566
4468,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,3731.61513385404
4469,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,6410.322325262771
4470,1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,4445.348175549006
4471,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,631.6758271609364
4472,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,1101.370027930589
4473,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,765.3773571440372
4474,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,3693.2081857230974
4475,1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,5378.957900008053
4476,1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5271.189771098958
4477,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,4527.1078312642085
4478,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,550.6791496222506
4479,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,681.2436211737001
4480,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,3721.4808346398354
4481,1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,4187.0455039463
4482,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,9080.061843428168
4483,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,2379.921885255722
4484,1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,8485.36873141942
4485,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,3389.8313297612444
4486,1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,4248.277265759602
4487,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,602.6141502414683
4488,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2160.844874518835
4489,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,6387.665385197786
4490,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,773.1984427965375
4491,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,4171.973031951039
4492,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1538.3795932158807
4493,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,593.1554417825585
4494,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,670.5789493993099
4495,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,1713.5558974237515
4496,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1601.6796193100183
4497,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,12114.82361143654
4498,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,813.7734491235052
4499,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,609.1316880799764
4500,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,654.7522403145305
4501,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1527.4527162562288
4502,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,13069.18782741065
4503,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,1552.4623116558328
4504,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,3952.740209823715
4505,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,651.4510575946612
4506,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,733.7119257332342
4507,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,11957.697788407697
4508,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,647.2711212790429
4509,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,6290.832400207669
4510,1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,10553.062710532102
4511,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,4890.746274387739
4512,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,1696.1584029087592
4513,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,854.3311551537988
4514,2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,11930.714841624667
4515,0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4066.5544403660256
4516,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,5015.111717930905
4517,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,5974.9970764289965
4518,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,477.6720944035257
4519,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,14256.677463005468
4520,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1847.2441705039962
4521,0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,591.1673597859126
4522,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1116.1957149697778
4523,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2496.234102953543
4524,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,1635.29844018359
4525,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,5227.43099390973
4526,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,2715.936947593113
4527,1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,6471.121281542441
4528,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,578.1400935802282
4529,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,12671.887082374671
4530,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,5559.350152214113
4531,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,780.6843962841896
4532,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,1898.953796483422
4533,1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,5223.119891437799
4534,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,6721.530272348933
4535,0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,2645.5718921500543
4536,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,978.8676284935358
4537,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,6033.82922408245
4538,0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,914.7855633519541
4539,1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,4138.085375458936
4540,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,2950.944432418418
4541,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,7337.592973005549
4542,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,1314.2229754927791
4543,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,11613.937583038187
4544,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,512.3586792575088
4545,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,712.9446545175227
4546,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,538.0001715227698
4547,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,567.1067604405422
4548,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,676.6808916009894
4549,0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,3308.0182681679653
4550,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,614.7789971666245
4551,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,3896.6611621223865
4552,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,4726.121565749566
4553,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2422.407141050715
4554,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,1141.2107739970638
4555,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,5730.737429986798
4556,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,2595.775230048919
4557,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,698.5114720252257
4558,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,2561.690544030221
4559,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,14379.145981138437
4560,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,981.5549300430296
4561,1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,5520.575385443437
4562,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,12077.192785107847
4563,1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,6076.56297416589
4564,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,981.1676761735606
4565,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,4646.884100566556
4566,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,7281.160490755263
4567,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,650.7156361696802
4568,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1391.7462274349498
4569,0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,527.1914182066439
4570,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,754.0249975361747
4571,0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,690.4348083986603
4572,2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,13677.84981270812
4573,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,2848.959888743189
4574,0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,528.4889344856008
4575,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,1180.9672611959056
4576,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04,5210.189225435888
4577,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,13913.802636356908
4578,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,3757.8359664643617
4579,0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,1259.1365651658668
4580,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,643.6116408389166
4581,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,5437.916711413603
4582,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,1101.9792706101584
4583,0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61,2167.1482784601076
4584,0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,1665.201615209435
4585,0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19,1543.703776648881
4586,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1677.3869034778563
4587,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,651.7316323271817
4588,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,782.122781782608
4589,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,4221.616588979705
4590,0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08,1435.1151816335375
4591,0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68,780.3953749648392
4592,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,3889.466454380394
4593,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,13480.262290561272
4594,0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,571.2023305085833
4595,1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68,13978.261885467564
4596,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,4480.99598462209
4597,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,2365.367560628176
4598,1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75,10448.094460422228
4599,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,7062.6903257955955
4600,0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,3983.8674422963136
4601,0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,566.3499696191227
4602,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,8282.095036236411
4603,0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17,1055.903670808369
4604,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,1856.961355388532
4605,0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9,4078.605590392705
4606,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4412.819414481905
4607,0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1729.7244870830182
4608,1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44,7243.976546565618
4609,0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,2503.5804666115405
4610,1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,17060.633683148386
4611,0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79,718.5422161056222
4612,0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97,1489.342519312328
4613,0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69,3575.051478304162
4614,0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19,1648.3657610661112
4615,0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,1379.721537466991
4616,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,18051.031040640548
4617,0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6,3978.2039142368935
4618,1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21,7562.8965032362385
4619,1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65,10863.222755532977
4620,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2188.7874830191936
4621,1.52,Premium,E,VS1,60.1,59.0,7.49,7.45,4.49,14680.648450224511
4622,0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,576.664413901998
4623,1.0,Premium,I,SI2,62.5,56.0,6.38,6.3,3.96,3129.1842330730733
4624,2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,14416.750989807972
4625,0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72,2030.4665426479362
4626,0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55,2569.109902119098
4627,2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19,16096.703238863885
4628,0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,583.8810835313091
4629,0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48,2898.6922329535696
4630,0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,647.9107367971704
4631,0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17,1447.1778025905912
4632,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10766.176741430783
4633,0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,529.2777750410547
4634,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,770.9081400139981
4635,0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,718.1306470621961
4636,1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,5654.93290306359
4637,1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,10514.223550026381
4638,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,691.9018160550577
4639,0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,1772.9124726071273
4640,1.03,Premium,E,VS2,61.2,59.0,6.53,6.47,3.98,6334.325546278621
4641,0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,2029.8439328658048
4642,0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,535.101665646294
4643,1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,5140.2193255531065
4644,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,2836.0814476825444
4645,0.7,Good,E,SI2,62.9,56.0,5.63,5.66,3.55,2016.9984865485048
4646,0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,2129.38166841182
4647,0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,3462.5466038805203
4648,1.0,Good,E,VS2,63.7,56.0,6.37,6.34,4.05,5617.875095218161
4649,0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,1399.0653449725112
4650,0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47,511.6380379941944
4651,0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,1504.8700560083662
4652,0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,2378.24727357839
4653,0.37,Very Good,E,VVS1,60.9,56.0,4.65,4.67,2.84,1166.6485094543175
4654,1.11,Premium,H,VS2,62.6,58.0,6.63,6.59,4.14,6001.142459060467
4655,0.3,Ideal,F,VVS2,62.3,54.0,4.32,4.35,2.7,729.4862731223831
4656,0.51,Very Good,G,VS2,63.5,57.0,5.06,5.05,3.21,1446.0758580397332
4657,2.1,Good,I,SI2,62.9,64.0,8.15,8.1,5.11,11986.456097463319
4658,0.41,Very Good,I,VVS2,59.9,57.0,4.87,4.91,2.93,978.1716606341618
4659,1.11,Premium,E,VS1,61.2,58.0,6.69,6.65,4.08,8091.556499089184
4660,1.02,Very Good,G,SI1,61.3,56.0,6.43,6.53,3.97,4588.697919909191
4661,0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,1466.8463025977844
4662,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1692.3704618321942
4663,2.01,Very Good,F,SI2,63.3,59.0,7.98,7.89,5.02,14600.658734102395
4664,0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,1510.4044481128822
4665,0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,974.0396946765607
4666,1.11,Ideal,G,SI1,62.6,57.0,6.64,6.56,4.13,5783.566808093471
4667,1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65,10593.597596360549
4668,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,3633.4124911996228
4669,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,651.3299761371276
4670,1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,10704.448145114724
4671,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,1078.6171983799532
4672,0.79,Ideal,D,VS2,61.3,57.0,5.95,6.0,3.66,4036.7594338818476
