,carat,cut,color,clarity,depth,table,x,y,z,clarity_mod,color_mod,cut_mod,price_predicted
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,6,4,3,2218.2340205827313
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,1,5,4,2609.484650504945
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,2,3,4,-590.0487340818454
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1,3,3,174.55843769820103
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,4,4,4,2195.0305337607388
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,3,4,3,395.6070603165531
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,4,3,3,7089.016102764031
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,4,0,4,2537.5603991436246
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,7,5,3,3000.37022834675
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,2,5,4,1513.1605366773665
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,3,3,1,2548.4564078618205
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,2,4,3,5945.871028809938
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,1,2,4,14786.834353684522
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,4,4,4,8964.688932616507
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,2,4,4,5543.70210132037
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,4,5,4,1390.3561666495061
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,7,1,4,1204.1174666637826
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,6,1,3,1248.9701901217359
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,2,6,4,315.174758750979
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,3,0,1,9119.807723702346
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,3,6,4,804.123308290038
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,2,2,3,9118.246758373727
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,1,4,3,2492.2648598166356
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,3,3,1,170.79681003839232
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,1,3,3,2776.04904124534
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,1,2,4,5977.333043886522
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,3,4,1,4587.584568068104
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,3,5,3,476.49855828251157
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,3,4,4,218.3861421313468
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,3,4,2,4758.759132665818
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,1,3,2,5185.296821149949
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,5,2,3,439.60452881783203
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,1,2,3,6272.39000339352
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,1,4,2,-359.615535317007
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,1,5,3,9872.696744113811
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,1,4,1,4416.927923398074
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,3,5,2,6221.687466661575
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,2,6,1,4523.613017063646
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,6,3,3,3457.0610268023256
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2,0,0,3375.006061832379
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,2,5,2,1827.9380555367497
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,6,6,4,2422.3240600093404
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,1,5,3,5958.950900649012
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1,3,2,1949.0487317504917
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,1,3,4,5584.557059149975
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,3,3,4,1751.5032173804416
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,5,5,2,639.9378895377959
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,3,5,3,6514.485880464599
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,4,4,2,762.2558335456706
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,1,4,0,4588.072665149075
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,3,4,2,5721.510798522153
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,1,4,3,7624.191969047401
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,3,2,4,14556.888203068072
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,0,3,3,1398.6449897575894
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2,5,3,3070.3758489883776
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2,4,2,2516.6773019234965
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,4,6,4,8446.579438355016
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,1,0,2,12828.225168746141
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,2,6,2,5663.366522738412
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,1,3,0,4096.483681718857
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,1,3,1,13369.784201294366
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,5,4,4,1970.8611050669629
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,2,2,1,4239.993955351927
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,4,4,4,3734.3057608261715
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,3,6,4,821.7022888715637
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,3,6,3,1239.448544380447
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,2,6,1,-72.47452751832498
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1,4,2,1996.2248395067909
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,4,6,3,1166.9053368141667
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,2,4,4,3369.569544105465
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,3,2,3,5716.971369638752
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1,6,1,761.4912633874201
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,4,5,4,2995.381499187776
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3,5,1,3394.0950725337057
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,7,2,4,1493.2943850285965
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1,2,4,1719.7190911102207
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,3,4,3,219.87634948104915
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,5,3,1,-153.7487395377393
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3,5,4,3499.1212853572915
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2,2,1,1544.3555393209754
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,5,3,4,2669.311586118954
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,4,1,3,-550.2216442788367
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3,5,2,3409.7458750370397
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,2,1,1,8603.593105892116
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,4,4,3,7152.975973332327
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,3,6,4,895.287616235973
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2,1,1,1257.0561616553823
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,5,3,4,6629.003234268377
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,2,6,2,55.036937761432455
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,3,2,4,11005.81134914802
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3,5,4,3763.6775828069876
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,3,1,4,-143.21276372649936
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,2,3,2,-913.5167975560289
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,1,0,2,5245.653710156368
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,3,5,4,2449.9628253364644
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,2,1,3,13895.194507499404
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,2,3,4,1121.1801974617597
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,4,2,4,3297.4636884055626
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,5,5,2,2243.445705295305
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,7,3,4,1797.8620674363
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,4,1,2,14538.465789102163
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,3,5,4,436.8778450598347
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,6,3,4,1438.391445715849
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,2,4,3,902.7095599219128
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,2,6,4,784.7344290404981
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,4,2,4,1476.5164444355078
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,5,1,2,129.81827269398946
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,6,3,2,6583.0134164406845
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,7,4,4,2196.5547174329968
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,4,2,3,-158.98079873557253
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,3,0,2,9020.281268334753
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,3,1,1,-1108.3542665241166
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,3,0,2,8251.268418393152
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,3,3,2,5324.99397795593
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,1,3,4,7367.399036170156
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3,6,2,4150.579161478787
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,6,5,2,1305.7570027696447
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,2,0,2,10164.854481234925
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,6,3,2,1274.8801005684459
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,0,4,4,4889.0640886979345
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2,4,1,2281.607848831107
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,1,3,2,4351.408398129993
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,3,2,3,5898.815731975037
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1,4,2,418.59372796580556
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,4,1,2,14436.20628693541
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,4,3,4,410.1338291861757
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,2,5,1,5344.237040854277
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,3,0,3,9001.419114674312
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,1,6,3,-303.0829130542097
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,3,1,2,-1043.0657169668702
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,2,1,4,6135.439105545478
4431,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,3,3,3,527.7499122718459
4432,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,1,4,4,14304.283895219318
4433,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,2,1,3,-1186.2227962990073
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,4,3,2,1430.5746842391382
4435,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,3,1,3,5532.523940421154
4436,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,3,3,3,2863.315072018024
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,4,3,4,11200.95420524122
4438,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,3,5,4,1147.4274447295916
4439,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,2,1,3,4445.2176709509995
4440,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,2,3,2,4479.171531857666
4441,1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,3,4,3,9346.114108970545
4442,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,3,2,4,-130.69326051830103
4443,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,2,5,4,3123.643530816963
4444,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,3,5,1,5870.947357653933
4445,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,2,1,4,-566.2389607779314
4446,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,4,5,2,346.3565017580313
4447,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,1,2,4,-1293.7911604591445
4448,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,3,3,3,-151.71610739402968
4449,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,2,5,4,1417.3926244668291
4450,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,1,4,4,-654.6043229236748
4451,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3,2,4,3740.190373533388
4452,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,3,4,3,51.53251089438163
4453,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,5,3,4,829.2888912236931
4454,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,4,1,2,2624.11694671498
4455,1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,2,4,4,10735.218189352343
4456,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2,2,4,2084.710669558935
4457,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,3,1,4,5018.107886959657
4458,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,5,2,2,2596.1057393821293
4459,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,3,4,3,5763.7536075261605
4460,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,2,5,2,4541.186201827561
4461,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,1,3,4,3677.2162827684906
4462,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,4,1,2,282.9584949316122
4463,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,5,3,4,8591.151143975634
4464,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,4,4,2,4114.469747363126
4465,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,1,3,1,3185.340326433749
4466,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,3,0,4,9266.737102274234
4467,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,3,3,4,74.42057571790247
4468,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,6,4,2,4240.130215951975
4469,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,2,6,4,6798.084977787058
4470,1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,2,1,3,4876.128686832905
4471,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,5,2,4,502.58645810706275
4472,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,2,4,2,493.17024740708257
4473,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,5,5,4,1471.7117475600153
4474,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,1,0,2,5513.673316698957
4475,1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,2,2,2,5775.213304482852
4476,1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,1,2,4,6151.775237483074
4477,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,2,2,3,4730.331545788082
4478,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,3,3,4,-185.16855646081422
4479,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,7,4,4,1963.3037258780041
4480,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,6,3,4,4432.279806082482
4481,1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,1,4,2,4892.287942526889
4482,1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,6,3,4,8262.555947863786
4483,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,1,5,2,2527.5397003052017
4484,1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,7,4,2,8140.090453947601
4485,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,1,1,0,4360.341911003672
4486,1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,1,2,4,5012.680608672233
4487,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,2,6,3,174.01127467540255
4488,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2,2,2,1917.610176196079
4489,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,4,4,3,6178.966372231142
4490,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,5,3,2,764.2872508945693
4491,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,2,6,1,4701.35933895988
4492,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,3,4,3,1383.11914142362
4493,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,5,5,2,958.1080549338449
4494,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,3,4,4,286.30825469096044
4495,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,2,5,4,1862.3261993334218
4496,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,5,1,4,1717.1265191357984
4497,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,4,3,2,10387.480999933903
4498,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,2,3,1,-379.7505936303696
4499,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,3,3,3,-253.45735575093295
4500,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,4,4,4,631.1961409470632
4501,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1,5,2,1279.3531288145268
4502,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,2,0,3,14189.475204891114
4503,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,2,5,4,1641.346333239081
4504,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,4,4,2,4314.819815128042
4505,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,6,3,2,1017.9405215712286
4506,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,6,3,2,1004.3598412851411
4507,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,3,1,3,11161.986829434736
4508,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,2,6,4,417.6671069813701
4509,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,2,5,4,6478.984069823689
4510,1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,2,4,4,9999.667504849243
4511,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,2,5,1,5293.721701885786
4512,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,5,3,1,2225.384116185859
4513,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,4,5,1,763.3631839971767
4514,2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,2,0,4,13625.490132440904
4515,0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,2,5,2,4501.146576326259
4516,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,3,3,1,5261.903617420636
4517,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,3,4,4,5991.296376778005
4518,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,2,1,4,-1089.099637921434
4519,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,4,5,3,11097.178180016619
4520,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,2,4,4,1847.3649471005288
4521,0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,3,4,4,190.13166104696302
4522,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,3,6,4,1505.562980309182
4523,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,3,6,4,3134.578117965021
4524,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,3,6,2,2072.688280249837
4525,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,2,2,3,5629.63554445642
4526,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,7,6,4,4499.439538626548
4527,1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,4,4,4,6437.796109879735
4528,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,6,1,1,276.0026673308121
4529,2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09,1,1,4,13688.71552221095
4530,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,2,2,4,5965.561909537189
4531,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,6,4,4,1598.1423022450717
4532,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,3,0,1,1864.3913061726803
4533,1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17,1,3,3,5974.9218393739775
4534,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,4,5,3,6625.546777902636
4535,0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,5,2,0,2806.5939262651827
4536,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,4,2,2,539.8695656950222
4537,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,2,2,2,6402.206378858283
4538,0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,3,5,3,836.4783082057002
4539,1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,1,2,3,4864.789380706561
4540,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,2,4,2,3143.5060167977244
4541,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,5,3,4,7188.654944558261
4542,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,5,5,3,2007.9445739079338
4543,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,1,6,2,11840.269075560584
4544,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,3,5,2,-7.51740994201873
4545,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,3,5,4,587.7929401675742
4546,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,4,0,4,-349.60272394114327
4547,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,6,0,4,478.0538814703441
4548,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,6,2,4,990.6606651848087
4549,0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,5,2,1,3732.9432398832646
4550,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,6,1,4,647.4427887516608
4551,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,3,3,1,4331.084892448276
4552,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,2,4,1,5067.583855056138
4553,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,2,4,2,2527.300505821191
4554,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,3,4,3,1020.2541073460288
4555,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,2,1,4,6343.545325047854
4556,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,1,0,2,3383.909569093799
4557,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,7,1,4,1218.027929790464
4558,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,1,1,3,2838.2269760199943
4559,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,5,3,4,11235.650272084658
4560,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,2,6,2,740.358712032652
4561,1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0,3,3,4,5580.06528435622
4562,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,2,0,3,13528.66588959853
4563,1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,1,6,2,7118.002732370154
4564,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,3,3,3,467.8747065006082
4565,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,4,1,1,4881.4924949940905
4566,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97,6,3,4,7221.9793400776425
4567,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,3,6,4,757.9542194962719
